point,source
0.0490246153846153,1
0.0120996923076923,1
0.0246166153846153,1
0.0659224615384615,1
0.093876923076923,1
0.0696775384615384,1
0.0227390769230769,1
0.004380923076923,1
0.0392196923076923,1
0.1015956923076923,1
0.1326793846153846,1
0.1122350769230769,1
0.0759359999999999,1
0.0736412307692307,1
0.0986750769230769,1
0.1199538461538461,1
0.0894959999999999,1
0.0183581538461538,1
-0.0296233846153846,1
-0.021696,1
0.0473556923076923,1
0.1057679999999999,1
0.1034732307692307,1
0.0680086153846153,1
0.0371335384615384,1
0.0375507692307692,1
0.053196923076923,1
0.0458953846153846,1
0.0168978461538461,1
-0.0095963076923076,1
0.0014603076923076,1
0.0440178461538461,1
0.0711378461538461,1
0.0665483076923076,1
0.0146030769230769,1
-0.0300406153846153,1
-0.0398455384615384,1
-0.0285803076923076,1
-0.0106393846153846,1
-0.0365076923076923,1
-0.0769790769230769,1
-0.0863667692307692,1
-0.053196923076923,1
0.0060498461538461,1
0.0404713846153846,1
0.0279544615384615,1
-0.0068843076923076,1
-0.021696,1
-0.0060498461538461,1
0.0006258461538461,1
-0.0275372307692307,1
-0.0751015384615384,1
-0.1099403076923076,1
-0.1076455384615384,1
-0.073224,1
-0.0317095384615384,1
-0.0154375384615384,1
-0.0258683076923076,1
-0.0283716923076923,1
0.0062584615384615,1
0.0513193846153846,1
0.0571606153846153,1
0.0168978461538461,1
-0.0425575384615384,1
-0.0579950769230769,1
-0.017940923076923,1
0.0388024615384615,1
0.0703033846153846,1
0.0394283076923076,1
0.0002086153846153,1
-0.0093876923076923,1
0.0022947692307692,1
0.0183581538461538,1
0.0010430769230769,1
-0.0246166153846153,1
-0.0385938461538461,1
-0.0208615384615384,1
0.0417230769230769,1
0.0811513846153846,1
0.0757273846153846,1
0.0517366153846153,1
0.0354646153846153,1
0.0548658461538461,1
0.0861581538461538,1
0.0780221538461538,1
0.0256596923076923,1
-0.0358818461538461,1
-0.0690516923076923,1
-0.0446436923076923,1
-0.0068843076923076,1
0.0056326153846153,1
0.0146030769230769,1
0.0052153846153846,1
-0.0102221538461538,1
0.0041723076923076,1
0.004380923076923,1
-0.0327526153846153,1
-0.0951286153846153,1
-0.1245433846153846,1
-0.0757273846153846,1
-0.0381766153846153,1
-0.0129341538461538,1
0.0058412307692307,1
0.0014603076923076,1
0.036924923076923,1
0.0869926153846153,1
0.1134867692307692,1
0.0872012307692307,1
0.0250338461538461,1
-0.0302492307692307,1
-0.0579950769230769,1
-0.0146030769230769,1
0.0469384615384615,1
0.0588295384615384,1
0.034212923076923,1
0.0066756923076923,1
0.015228923076923,1
0.0367163076923076,1
0.0406799999999999,1
0.0308750769230769,1
0.016272,1
0.0239907692307692,1
0.0573692307692307,1
0.1034732307692307,1
0.0974233846153846,1
0.0227390769230769,1
-0.039636923076923,1
-0.0490246153846153,1
-0.009804923076923,1
0.0189839999999999,1
0.0191926153846153,1
0.0154375384615384,1
0.0039636923076923,1
0.0168978461538461,1
0.051528,1
0.0719723076923076,1
0.0569519999999999,1
0.0269113846153846,1
0.0198184615384615,1
0.0239907692307692,1
0.0440178461538461,1
0.0448523076923077,1
0.0031292307692307,1
-0.0415144615384615,1
-0.0602898461538461,1
-0.0275372307692307,1
0.0168978461538461,1
0.0254510769230769,1
0.0077187692307692,1
-0.0091790769230769,1
0.0075101538461538,1
0.0546572307692307,1
0.0801083076923076,1
0.0567433846153846,1
0.0137686153846153,1
-0.002712,1
0.024408,1
0.0836547692307692,1
0.1235003076923076,1
0.1080627692307692,1
0.0600812307692307,1
0.0175236923076923,1
0.0137686153846153,1
0.0241993846153846,1
0.0181495384615384,1
-0.002712,1
-0.0258683076923076,1
-0.0158547692307692,1
0.0333784615384615,1
0.080316923076923,1
0.0798996923076923,1
0.0127255384615384,1
-0.0540313846153846,1
-0.0554916923076923,1
-0.0083446153846153,1
0.0579950769230769,1
0.0876184615384615,1
0.0855323076923077,1
0.0886615384615384,1
0.1045163076923077,1
0.1076455384615384,1
0.0548658461538461,1
-0.0241993846153846,1
-0.0892873846153846,1
-0.1159901538461538,1
-0.096588923076923,1
-0.0498590769230769,1
-0.026076923076923,1
-0.0458953846153846,1
-0.0759359999999999,1
-0.0763532307692307,1
-0.0350473846153846,1
-0.0039636923076923,1
-0.0120996923076923,1
-0.0500676923076923,1
-0.0763532307692307,1
-0.0755187692307692,1
-0.0561175384615384,1
-0.0410972307692307,1
-0.0709292307692307,1
-0.1232916923076923,1
-0.1493686153846153,1
-0.1255864615384615,1
-0.0886615384615384,1
-0.0865753846153846,1
-0.1224572307692307,1
-0.153540923076923,1
-0.1470738461538461,1
-0.0821944615384615,1
-0.007092923076923,1
0.0225304615384615,1
0.0300406153846153,1
0.0365076923076923,1
0.0796910769230769,1
0.1143212307692307,1
0.0961716923076923,1
0.029832,1
-0.0690516923076923,1
-0.126420923076923,1
-0.123708923076923,1
-0.0746843076923076,1
-0.0267027692307692,1
-0.015228923076923,1
-0.0077187692307692,1
0.0089704615384615,1
0.0431833846153846,1
0.0598726153846153,1
0.0227390769230769,1
-0.0438092307692307,1
-0.1059766153846153,1
-0.107436923076923,1
-0.051528,1
0.0187753846153846,1
0.0527796923076923,1
0.0300406153846153,1
0.0008344615384615,1
-0.0095963076923076,1
0.0020861538461538,1
-0.0083446153846153,1
-0.0550744615384615,1
-0.0934596923076923,1
-0.0930424615384615,1
-0.0346301538461538,1
0.0346301538461538,1
0.0634190769230769,1
0.0490246153846153,1
0.021696,1
0.0367163076923076,1
0.0890787692307692,1
0.134556923076923,1
0.1362258461538461,1
0.093876923076923,1
0.0711378461538461,1
0.0955458461538461,1
0.1493686153846153,1
0.1802436923076923,1
0.1560443076923076,1
0.1093144615384615,1
0.0796910769230769,1
0.0932510769230769,1
0.1251692307692307,1
0.1356,1
0.0959630769230769,1
0.0436006153846153,1
0.051528,1
0.1095230769230769,1
0.1729421538461538,1
0.202356923076923,1
0.1923433846153846,1
0.1800350769230769,1
0.1810781538461538,1
0.1906744615384615,1
0.1821212307692307,1
0.12204,1
0.0358818461538461,1
-0.010848,1
0.0208615384615384,1
0.1068110769230769,1
0.1835815384615384,1
0.2094498461538461,1
0.1812867692307692,1
0.1506203076923077,1
0.1347655384615384,1
0.1168246153846153,1
0.0634190769230769,1
-0.0398455384615384,1
-0.1189107692307692,1
-0.1333052307692307,1
-0.0801083076923076,1
-0.0060498461538461,1
0.0267027692307692,1
0.0175236923076923,1
0.0010430769230769,1
0.012516923076923,1
0.0356732307692307,1
0.029832,1
-0.0304578461538461,1
-0.1130695384615384,1
-0.1489513846153846,1
-0.1066024615384615,1
-0.0310836923076923,1
0.0073015384615384,1
-0.0102221538461538,1
-0.0523624615384615,1
-0.0725981538461538,1
-0.053196923076923,1
-0.0277458461538461,1
-0.0352559999999999,1
-0.0742670769230769,1
-0.1143212307692307,1
-0.1057679999999999,1
-0.0517366153846153,1
0.0004172307692307,1
0.0204443076923076,1
0.0047981538461538,1
0.0008344615384615,1
0.0371335384615384,1
0.0851150769230769,1
0.0853236923076923,1
0.0160633846153846,1
-0.0705119999999999,1
-0.1164073846153846,1
-0.0851150769230769,1
-0.0181495384615384,1
0.0300406153846153,1
0.0483987692307692,1
0.0377593846153846,1
0.0446436923076923,1
0.0780221538461538,1
0.0888701538461538,1
0.0496504615384615,1
-0.0279544615384615,1
-0.0652966153846153,1
-0.0252424615384615,1
0.0379679999999999,1
0.0876184615384615,1
0.0765618461538461,1
0.0304578461538461,1
0.0056326153846153,1
0.0118910769230769,1
0.0494418461538461,1
0.0523624615384615,1
0.0112652307692307,1
-0.0406799999999999,1
-0.0509021538461538,1
0.0060498461538461,1
0.0751015384615384,1
0.1086886153846153,1
0.078648,1
0.0346301538461538,1
0.0312923076923076,1
0.0627932307692307,1
0.0863667692307692,1
0.0563261538461538,1
0.0077187692307692,1
-0.0123083076923076,1
0.0146030769230769,1
0.0673827692307692,1
0.0788566153846153,1
0.0446436923076923,1
-0.009804923076923,1
-0.0254510769230769,1
0.0241993846153846,1
0.0763532307692307,1
0.0865753846153846,1
0.0446436923076923,1
0.0052153846153846,1
0.015228923076923,1
0.0615415384615384,1
0.0978406153846153,1
0.080316923076923,1
0.031500923076923,1
-0.0022947692307692,1
-0.0029206153846153,1
0.0227390769230769,1
0.0356732307692307,1
0.0014603076923076,1
-0.0565347692307692,1
-0.0765618461538461,1
-0.029832,1
0.0431833846153846,1
0.0725981538461538,1
0.0337956923076923,1
-0.0052153846153846,1
-0.0106393846153846,1
0.0085532307692307,1
0.0327526153846153,1
0.0035464615384615,1
-0.0554916923076923,1
-0.099300923076923,1
-0.0851150769230769,1
-0.0123083076923076,1
0.0402627692307692,1
0.0473556923076923,1
-0.001668923076923,1
-0.0367163076923076,1
-0.007092923076923,1
0.0367163076923076,1
0.0630018461538461,1
0.0289975384615384,1
-0.0022947692307692,1
0.0273286153846153,1
0.0936683076923077,1
0.1673095384615384,1
0.1656406153846154,1
0.1024301538461538,1
0.034212923076923,1
0.0189839999999999,1
0.0682172307692307,1
0.0942941538461538,1
0.0769790769230769,1
0.0173150769230769,1
-0.0031292307692307,1
0.0483987692307692,1
0.1036818461538461,1
0.1439446153846153,1
0.1241261538461538,1
0.0734326153846153,1
0.0385938461538461,1
0.0431833846153846,1
0.0784393846153846,1
0.0673827692307692,1
0.0066756923076923,1
-0.055908923076923,1
-0.0682172307692307,1
-0.0168978461538461,1
0.0377593846153846,1
0.0498590769230769,1
0.0002086153846153,1
-0.0615415384615384,1
-0.0680086153846153,1
-0.0354646153846153,1
-0.0058412307692307,1
-0.0346301538461538,1
-0.0872012307692307,1
-0.1032646153846153,1
-0.0703033846153846,1
0.0064670769230769,1
0.0406799999999999,1
0.0141858461538461,1
-0.0381766153846153,1
-0.0715550769230769,1
-0.0511107692307692,1
-0.0319181538461538,1
-0.0544486153846153,1
-0.1189107692307692,1
-0.1650147692307692,1
-0.1449876923076923,1
-0.0851150769230769,1
-0.0277458461538461,1
-0.0356732307692307,1
-0.0782307692307692,1
-0.093876923076923,1
-0.0682172307692307,1
-0.0020861538461538,1
0.0398455384615384,1
0.0275372307692307,1
-0.0141858461538461,1
-0.0346301538461538,1
-0.0137686153846153,1
0.0025033846153846,1
0.0,1
-0.0523624615384615,1
-0.1080627692307692,1
-0.1051421538461538,1
-0.0634190769230769,1
-0.004380923076923,1
0.0168978461538461,1
0.0131427692307692,1
0.0129341538461538,1
0.0304578461538461,1
0.069468923076923,1
0.0990923076923076,1
0.0817772307692307,1
0.02712,1
0.0039636923076923,1
0.0196098461538461,1
0.0365076923076923,1
0.0164806153846153,1
-0.0456867692307692,1
-0.1063938461538461,1
-0.1197452307692307,1
-0.0630018461538461,1
0.0196098461538461,1
0.0509021538461538,1
0.0442264615384615,1
0.0285803076923076,1
0.0417230769230769,1
0.0784393846153846,1
0.0665483076923076,1
0.028788923076923,1
-0.0294147692307692,1
-0.0590381538461538,1
-0.0183581538461538,1
0.0329612307692307,1
0.0569519999999999,1
0.0194012307692307,1
-0.0377593846153846,1
-0.0602898461538461,1
-0.045060923076923,1
-0.020652923076923,1
-0.0331698461538461,1
-0.0678,1
-0.1005526153846153,1
-0.0901218461538461,1
-0.0306664615384615,1
0.0219046153846153,1
0.0340043076923076,1
-0.0006258461538461,1
-0.0304578461538461,1
-0.0150203076923076,1
0.0137686153846153,1
0.0118910769230769,1
-0.0210701538461538,1
-0.0552830769230769,1
-0.0567433846153846,1
-0.0150203076923076,1
0.0392196923076923,1
0.061332923076923,1
0.0327526153846153,1
-0.0050067692307692,1
-0.002712,1
0.0377593846153846,1
0.0565347692307692,1
0.0231563076923076,1
-0.0264941538461538,1
-0.051528,1
-0.0141858461538461,1
0.0648793846153846,1
0.1239175384615384,1
0.120996923076923,1
0.0625846153846153,1
0.0127255384615384,1
0.0066756923076923,1
0.0139772307692307,1
0.015228923076923,1
-0.0056326153846153,1
-0.0388024615384615,1
-0.0164806153846153,1
0.0565347692307692,1
0.1195366153846153,1
0.1370603076923076,1
0.0961716923076923,1
0.0377593846153846,1
0.0158547692307692,1
0.0444350769230769,1
0.0771876923076923,1
0.0696775384615384,1
0.0408886153846153,1
0.0283716923076923,1
0.0561175384615384,1
0.0972147692307692,1
0.107436923076923,1
0.084072,1
0.0388024615384615,1
0.0223218461538461,1
0.0498590769230769,1
0.0801083076923076,1
0.0849064615384615,1
0.046104,1
0.001668923076923,1
-0.0100135384615384,1
0.017940923076923,1
0.0538227692307692,1
0.0410972307692307,1
0.0123083076923076,1
-0.01356,1
-0.0183581538461538,1
0.0181495384615384,1
0.0302492307692307,1
0.0168978461538461,1
-0.0137686153846153,1
-0.0285803076923076,1
0.0281630769230769,1
0.1109833846153846,1
0.1514547692307692,1
0.1153643076923076,1
0.050484923076923,1
0.0035464615384615,1
-0.020652923076923,1
-0.0194012307692307,1
-0.0289975384615384,1
-0.0498590769230769,1
-0.0579950769230769,1
-0.0310836923076923,1
0.0350473846153846,1
0.0809427692307692,1
0.0709292307692307,1
0.0194012307692307,1
-0.023364923076923,1
-0.0212787692307692,1
-0.0100135384615384,1
-0.0050067692307692,1
-0.0123083076923076,1
-0.0279544615384615,1
-0.0202356923076923,1
0.0077187692307692,1
0.0496504615384615,1
0.0475643076923076,1
-0.0198184615384615,1
-0.0897046153846154,1
-0.116616,1
-0.0869926153846153,1
-0.0448523076923077,1
-0.0200270769230769,1
-0.017940923076923,1
-0.0185667692307692,1
0.0031292307692307,1
0.0463126153846153,1
0.0665483076923076,1
0.023364923076923,1
-0.0356732307692307,1
-0.0663396923076923,1
-0.039636923076923,1
0.0283716923076923,1
0.0646707692307692,1
0.0592467692307692,1
0.0281630769230769,1
0.0064670769230769,1
0.0340043076923076,1
0.0621673846153846,1
0.0634190769230769,1
0.0456867692307692,1
0.0275372307692307,1
0.0350473846153846,1
0.050484923076923,1
0.0684258461538461,1
0.0573692307692307,1
0.0356732307692307,1
0.036924923076923,1
0.066756923076923,1
0.1322621538461538,1
0.1420670769230769,1
0.0959630769230769,1
0.0394283076923076,1
-0.0158547692307692,1
-0.0239907692307692,1
-0.0060498461538461,1
0.0037550769230769,1
-0.0085532307692307,1
-0.0164806153846153,1
0.0137686153846153,1
0.0652966153846153,1
0.1009698461538461,1
0.0809427692307692,1
0.026076923076923,1
-0.0231563076923076,1
-0.0248252307692307,1
0.0319181538461538,1
0.0757273846153846,1
0.0894959999999999,1
0.0713464615384615,1
0.0492332307692307,1
0.0523624615384615,1
0.0496504615384615,1
0.0406799999999999,1
-0.0022947692307692,1
-0.046104,1
-0.0302492307692307,1
0.0166892307692307,1
0.0767704615384615,1
0.088452923076923,1
0.0534055384615384,1
0.0419316923076923,1
0.0379679999999999,1
0.0529883076923076,1
0.065088,1
0.0471470769230769,1
0.0210701538461538,1
0.0154375384615384,1
0.0598726153846153,1
0.1143212307692307,1
0.1337224615384615,1
0.1018043076923076,1
0.0490246153846153,1
0.0346301538461538,1
0.0615415384615384,1
0.093876923076923,1
0.0869926153846153,1
0.0494418461538461,1
0.0185667692307692,1
0.0137686153846153,1
0.0469384615384615,1
0.0761446153846153,1
0.0659224615384615,1
0.0354646153846153,1
0.0406799999999999,1
0.1018043076923076,1
0.1593821538461538,1
0.1554184615384615,1
0.0861581538461538,1
0.0039636923076923,1
-0.0517366153846153,1
-0.0609156923076923,1
-0.020652923076923,1
0.009804923076923,1
0.007092923076923,1
-0.0123083076923076,1
-0.0183581538461538,1
0.0150203076923076,1
0.0248252307692307,1
-0.0177323076923076,1
-0.0924166153846153,1
-0.1408153846153846,1
-0.1038904615384615,1
-0.02712,1
0.0367163076923076,1
0.0442264615384615,1
0.0143944615384615,1
-0.0127255384615384,1
-0.0166892307692307,1
0.0014603076923076,1
-0.0269113846153846,1
-0.0792738461538461,1
-0.1093144615384615,1
-0.0817772307692307,1
-0.0012516923076923,1
0.0630018461538461,1
0.0909563076923076,1
0.0469384615384615,1
-0.0231563076923076,1
-0.0590381538461538,1
-0.0579950769230769,1
-0.0377593846153846,1
-0.0690516923076923,1
-0.1235003076923076,1
-0.1470738461538461,1
-0.1122350769230769,1
-0.0308750769230769,1
